Linux 4.18.0-240.el8.x86_64 (dl360g10c) 	03/05/21 	_x86_64_	(24 CPU)

08:33:52          DEV       tps     rkB/s     wkB/s   areq-sz    aqu-sz     await     svctm     %util
08:34:07      mpatha4    132.00      0.00 270336.00   2048.00     10.01     75.86      7.49     98.90
08:34:07        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:07        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:09          sda      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:09         sda1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:09         sda2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:09         sda3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:09         sda4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:09         sda5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:09          sdb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:09          sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:09          sdc    387.00      0.00 396256.00   1023.92     25.59     66.63      2.56     99.25
08:34:09          sdd      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:09          sde    386.00      0.00 394764.00   1022.70     25.50     66.55      2.57     99.10
08:34:09          sdf      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:09       mpatha    773.00      0.00 791020.00   1023.31     51.25     66.79      1.30    100.15
08:34:09      mpatha1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:09      mpatha2    128.00      0.00 261332.00   2041.66      9.86     77.01      7.73     98.90
08:34:09      mpatha3    128.50      0.00 262456.00   2042.46      9.88     76.93      7.76     99.75
08:34:09      mpatha4    130.50      0.00 267232.00   2047.75      9.93     76.07      7.60     99.20
08:34:09        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:09        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:10          sda      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:10         sda1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:10         sda2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:10         sda3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:10         sda4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:10         sda5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:10          sdb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:10          sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:10          sdc    390.00      0.00 398308.00   1021.30     25.80     66.66      2.56    100.00
08:34:10          sdd      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:10          sde    390.00      0.00 396312.00   1016.18     25.60     66.13      2.56     99.80
08:34:10          sdf      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:10       mpatha    779.00      0.00 794620.00   1020.05     51.54     66.67      1.28    100.00
08:34:10      mpatha1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:10      mpatha2    128.00      0.00 261916.00   2046.22      9.84     76.90      7.73     99.00
08:34:10      mpatha3    128.00      0.00 261764.00   2045.03      9.75     76.16      7.71     98.70
08:34:10      mpatha4    131.00      0.00 263772.00   2013.53      9.93     75.82      7.50     98.30
08:34:10        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:10        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:12          sda      2.50      0.00    218.00     87.20      0.02      7.80      3.60      0.90
08:34:12         sda1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:12         sda2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:12         sda3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:12         sda4      2.50      0.00    218.00     87.20      0.02      7.80      3.60      0.90
08:34:12         sda5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:12          sdb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:12          sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:12          sdc    391.50      0.00 399262.00   1019.83     26.01     66.94      2.54     99.45
08:34:12          sdd      0.50      0.00      0.00      0.00      0.00      0.00      1.00      0.05
08:34:12          sde    390.50      0.00 398782.00   1021.21     26.04     67.15      2.56     99.90
08:34:12          sdf      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:12       mpatha    781.00      0.00 798044.00   1021.82     52.16     67.29      1.28    100.10
08:34:12      mpatha1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:12      mpatha2    129.50      0.00 261378.00   2018.36      9.81     75.78      7.67     99.30
08:34:12      mpatha3    132.00      0.00 269978.00   2045.29     10.36     78.52      7.51     99.15
08:34:12      mpatha4    131.50      0.00 268482.00   2041.69     10.04     76.35      7.60    100.00
08:34:12        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:12        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:13          sda      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:13         sda1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:13         sda2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:13         sda3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:13         sda4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:13         sda5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:13          sdb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:13          sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:34:13          sdc    386.00      0.00 392088.00   1015.77     25.67     67.03      2.58     99.40
08:34:13          sdd      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
