Linux 4.18.0-240.el8.x86_64 (dl360g10c) 	03/05/21 	_x86_64_	(24 CPU)

12:06:55          DEV       tps     rkB/s     wkB/s   areq-sz    aqu-sz     await     svctm     %util
12:07:07         sda4      3.00      0.00    108.50     36.17      0.00      0.33      1.00      0.30
12:07:07         sda5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:07          sdb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:07          sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:07          sdc    363.00      0.00 368656.00   1015.58     13.07     36.51      2.56     93.10
12:07:07          sdd      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:07          sde    367.00      0.00 369416.00   1006.58     13.14     36.35      2.57     94.40
12:07:07          sdf      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:07       mpatha    727.00      0.00 738072.00   1015.23     26.40     36.81      1.37     99.30
12:07:07      mpatha1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:07      mpatha2    148.00      0.00 296976.00   2006.59      5.69     38.42      6.36     94.20
12:07:07      mpatha3    146.00      0.00 293868.00   2012.79      5.63     38.57      6.44     94.00
12:07:07      mpatha4    148.00      0.00 298804.00   2018.95      5.91     39.91      6.24     92.40
12:07:07        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:07        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:08          sda      1.00      0.00     20.00     20.00      0.00      0.00      1.00      0.10
12:07:08         sda1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:08         sda2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:08         sda3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:08         sda4      1.00      0.00     20.00     20.00      0.00      0.00      1.00      0.10
12:07:08         sda5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:08          sdb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:08          sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:08          sdc    395.00      0.00 403940.00   1022.63     43.15    109.73      2.54    100.40
12:07:08          sdd      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:08          sde    393.00      0.00 401372.00   1021.30     42.78    109.34      2.54     99.70
12:07:08          sdf      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:08       mpatha    788.00      0.00 805312.00   1021.97     96.80    123.35      1.28    100.80
12:07:08      mpatha1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:08      mpatha2    131.00      0.00 268124.00   2046.75     17.37    132.60      6.88     90.10
12:07:08      mpatha3    132.00      0.00 269924.00   2044.88     17.71    134.17      6.75     89.10
12:07:08      mpatha4    121.00      0.00 247808.00   2048.00     17.06    140.98      7.88     95.30
12:07:08        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:08        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:09          sda      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:09         sda1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:09         sda2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:09         sda3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:09         sda4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:09         sda5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:09          sdb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:09          sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:09          sdc    386.00      0.00 394600.00   1022.28     42.99    111.86      2.57     99.20
12:07:09          sdd      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:09          sde    382.00      0.00 390320.00   1021.78     42.20    110.99      2.54     97.10
12:07:09          sdf      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:09       mpatha    768.00      0.00 784920.00   1022.03     96.13    125.67      1.30    100.00
12:07:09      mpatha1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:09      mpatha2    127.00      0.00 259248.00   2041.32     17.42    137.20      7.30     92.70
12:07:09      mpatha3    130.00      0.00 264028.00   2030.98     18.02    138.62      6.99     90.90
12:07:09      mpatha4    129.00      0.00 262508.00   2034.95     16.71    129.57      6.78     87.40
12:07:09        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:09        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:10          sda      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:10         sda1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:10         sda2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:10         sda3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:10         sda4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:10         sda5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:10          sdb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:10          sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:10          sdc    390.00      0.00 398188.00   1020.99     43.01    110.79      2.55     99.30
12:07:10          sdd      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:10          sde    388.00      0.00 397312.00   1024.00     42.83    110.88      2.55     99.10
12:07:10          sdf      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:10       mpatha    778.00      0.00 795500.00   1022.49     96.81    124.92      1.28     99.50
12:07:10      mpatha1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:10      mpatha2    132.00      0.00 269188.00   2039.30     18.35    138.99      7.04     92.90
12:07:10      mpatha3    132.00      0.00 270320.00   2047.88     17.26    130.73      6.70     88.50
12:07:10      mpatha4    120.00      0.00 244764.00   2039.70     16.82    140.15      7.58     90.90
12:07:10        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:10        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:11          sda      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:11         sda1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:11         sda2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:11         sda3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:11         sda4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:11         sda5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:11          sdb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:11          sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:11          sdc    391.00      4.00 398212.00   1018.46     43.05    110.59      2.52     98.40
12:07:11          sdd      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:11          sde    392.00      8.00 398964.00   1017.79     43.16    110.60      2.55    100.00
12:07:11          sdf      1.00      0.00      0.00      0.00      0.00      0.00      2.00      0.20
12:07:11       mpatha    782.00     12.00 797176.00   1019.42     97.07    124.64      1.28    100.40
12:07:11      mpatha1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:11      mpatha2    111.00      4.00 225280.00   2029.59     17.92    161.47      8.47     94.00
12:07:11      mpatha3    116.00      4.00 234100.00   2018.14     17.56    151.41      7.47     86.60
12:07:11      mpatha4    113.00      4.00 229376.00   2029.91     16.86    149.22      8.07     91.20
12:07:11        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:11        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:12          sda      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:12         sda1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:12         sda2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:12         sda3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:12         sda4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:12         sda5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:12          sdb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:12          sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:07:12          sdc    387.00      0.00 396152.00   1023.65     25.87     67.36      2.58    100.00
12:07:12          sdd      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
